t,c,witness_m,b_t
19719,5111,4023013,100788920
19719,5118,4465551,100926960
19737,5005,1172811,98788690
19737,5025,1639153,99183450
19737,5006,1709683,98808428
19737,5004,1762381,98768952
19737,5109,2441821,100841442
19737,5107,2754891,100801966
19737,5111,2806169,100880918
19865,5074,1674761,100800084
19865,5081,1698411,100939146
19865,5080,1706153,100919280
19865,5073,1717921,100780218
19865,5082,2098695,100959012
19865,5258,6002129,104455428
19993,5165,3245561,103269010
19993,5172,3579869,103408968
19993,5173,3595065,103428962
19993,5171,3646145,103388974
19993,5166,3692719,103289004
19993,5392,8195119,107807648
19993,5391,8366781,107787654
20015,5089,1753183,101861424
20359,5235,2352965,106584600
20359,5234,2530657,106564240
20417,5136,656143,104866848
20417,5113,734861,104397234
20417,5125,766793,104642250
20417,5126,897177,104662668
20417,5393,5885161,110114274
20417,5415,6400973,110563470
20417,5418,6532589,110624724
20417,5417,6538057,110604306
20417,5566,8386393,113646588
20417,5563,8457471,113585334
20417,5564,8463365,113605752
20417,5565,8492041,113626170
20455,5530,9037889,113121680
20503,5241,2442213,107461464
20503,5267,2520597,107994568
20503,5280,2541013,108261120
20503,5278,2651473,108220112
20503,5275,2745909,108158600
20503,5277,2760463,108199608
20503,5274,2786257,108138096
20503,5268,2826777,108015072
20503,5282,3212751,108302128
20647,5142,1123,106172016
20647,5207,955961,107514136
20647,5235,1035489,108092280
20647,5236,1075961,108112928
20647,5245,1105977,108298760
20647,5247,1289137,108340056
20647,5246,1355945,108319408
20647,5221,1718281,107803208
20647,5268,1861393,108773664
20647,5266,2305519,108732368
20647,5265,2354409,108711720
20647,5267,2389313,108753016
20647,5249,2416071,108381352
20695,5563,7540017,115131848
20695,5536,7588317,114573056
20695,5605,8435945,116001080
20695,5606,8575035,116021776
20695,5559,8660201,115049064
20695,5604,8667909,115980384
20695,5635,9295113,116621960
20823,5650,8432681,117655600
20823,5654,8474613,117738896
20823,5649,8498221,117634776
20823,5651,8601703,117676424
20823,5652,8616537,117697248
20823,5647,8777913,117593128
20863,5616,8316721,117172224
20871,5284,1555033,110287648
20871,5280,1592419,110204160
20871,5282,1636095,110245904
20871,5281,1662015,110225032
20871,5285,1665329,110308520
20871,5290,1796115,110412880
20871,5404,2919397,112792288
20871,5446,4366459,113668912
20871,5447,4383961,113689784
20871,5619,8248777,117279768
21017,5410,2346237,113707380
21017,5419,3231613,113896542
21017,5418,3237351,113875524
21017,5421,3269033,113938578
21017,5405,3403749,113602290
21017,5406,3659049,113623308
21017,5415,4201109,113812470
21017,5416,4205901,113833488
21017,5414,4213057,113791452
21055,5698,8170889,119977088
21889,5714,5458469,125079460
21889,5713,6026325,125057570
22399,5837,4857573,130748800
22399,5840,5295481,130816000
22503,5957,6339573,134056328
22503,5959,6441517,134101336
22503,5958,6441545,134078832
22503,5945,7187059,133786280
22503,5952,7468131,133943808
22639,5833,3091901,132059120
22639,5832,3216453,132036480
22639,5834,3775965,132081760
22639,5812,3919251,131583680
22639,5865,5054331,132783600
22639,5898,6341451,133530720
22639,6029,8198789,136496560
22639,6030,8229051,136519200
22639,6087,8561655,137809680
22639,6036,8576541,136655040
22639,6034,8610601,136609760
22639,6090,8633013,137877600
22639,6089,8681511,137854960
22639,6081,8691559,137673840
22639,6088,8723511,137832320
22639,6091,8816811,137900240
22639,6074,8873899,137515360
22639,6084,8921621,137741760
22639,6076,8941995,137560640
22639,6086,9006045,137787040
22639,6080,9172377,137651200
22639,6075,9346921,137538000
22639,6093,9508011,137945520
22639,6094,9548037,137968160
22785,5718,72043,130290348
22785,5722,126351,130381492
22785,5720,160653,130335920
22785,5721,178393,130358706
22785,5724,587285,130427064
22809,5823,1922479,132822630
22809,5822,2032843,132799820
22809,5825,2215321,132868250
22809,5826,2282973,132891060
22809,5891,3461691,134373710
22809,5921,5495473,135058010
22809,5949,6041625,135696690
23183,6080,6854789,140958720
23183,6127,6965715,142048368
23183,6126,7132561,142025184
23183,6082,7147661,141005088
23183,6086,7450029,141097824
23183,6149,7767005,142558416
23183,6081,7917513,140981904
23327,6212,7893309,144913536
23327,6211,8123323,144890208
23327,6208,8532831,144820224
23327,6240,8855009,145566720
23327,6241,9174319,145590048
23327,6243,9233811,145636704
23327,6242,9457505,145613376
23327,6251,9470137,145823328
23327,6252,9498051,145846656
23327,6239,9615233,145543392
23327,6249,9728779,145776672
23719,6054,3530473,143600880
24063,6001,1001,144408064
24063,5987,31137,144071168
24063,5960,119409,143421440
24063,5991,885813,144167424
24127,6375,8156313,153816000
24127,6376,8215663,153840128
24127,6362,8567345,153502336
24127,6371,9207273,153719488
24247,6314,5460261,153101872
24247,6313,5564331,153077624
24247,6346,6804951,153877808
24247,6348,6854323,153926304
24247,6345,6890525,153853560
24247,6351,7040681,153999048
24247,6347,7049593,153902056
24247,6352,7387385,154023296
24247,6344,7469541,153829312
24247,6350,7474053,153974800
24247,6349,7476153,153950552
24247,6355,7780473,154096040
24247,6354,7802151,154071792
24911,6579,9030933,163896048
24911,6592,9732573,164219904
25217,6661,9938621,167977098
25239,6644,8820081,167694560
25239,6645,8855959,167719800
25239,6635,9466805,167467400
25239,6634,9635513,167442160
25945,6851,9744065,177756046
26049,6616,1652573,172346800
26049,6615,1704777,172320750
26049,6614,1738161,172294700
26049,6617,1793617,172372850
26049,6672,6562333,173805600
26807,7086,8538651,189961488
26807,7095,9321439,190202760
26807,7094,9550173,190175952
27033,6981,4888781,188724354
27033,6990,5295619,188967660
27033,6982,5392709,188751388
27033,7008,5418165,189454272
27033,6983,5425441,188778422
27033,6991,5623333,188994694
27033,6999,5687789,189210966
27033,6989,5692633,188940626
27033,7001,5694891,189265034
27033,6998,5696641,189183932
27033,6997,6022281,189156898
27033,7002,6244311,189292068
27033,7000,6297825,189238000
27065,6773,207411,183318018
27545,7073,5617071,194832858
27545,7100,6113457,195576600
27545,7101,6189041,195604146
27545,7097,6252721,195493962
27545,7102,6261673,195631692
27545,7098,6274875,195521508
27545,7099,7122333,195549054
27583,6983,2003249,192619072
27863,7364,9486921,205190496
28577,7291,4254357,208362198
28577,7338,5168001,209705364
28577,7332,5659191,209533896
29687,7417,256361,220195896
29687,7544,2869425,223966272
29687,7543,2873151,223936584
29687,7541,2921937,223877208
29687,7542,2927323,223906896
29687,7546,3593691,224025648
29687,7545,3613449,223995960
30113,7611,2016837,229197654
30113,7612,2240839,229227768
30113,7610,2788553,229167540
30113,7818,9063171,235431252
31009,7899,5153441,244947990
31009,7889,6581909,244637890
31585,7980,362841,252056280
31585,7981,1166719,252087866
31585,7983,1773189,252151038
31585,7982,1826481,252119452
31585,8004,3211469,252814344
31585,8008,3235663,252940688
31585,8005,3252981,252845930
31585,8006,3278049,252877516
31585,8009,3303951,252972274
31585,8044,4320139,254077784
31647,8012,3312171,253563776
31647,8053,4866103,254861344
31647,8055,5070225,254924640
31647,8057,5095005,254987936
31647,8056,5116183,254956288
33007,8372,4109871,276342976
33007,8380,4441505,276607040
33273,8353,497761,277937722
33273,8356,1944523,278037544
33273,8400,2907057,279501600
33273,8405,3668249,279667970
33273,8406,3680621,279701244
33273,8404,3956525,279634696
33463,8481,3865611,283808184
33463,8672,9740469,290199808
33505,8493,3017221,284566458
33505,8496,3215779,284666976
34265,8682,3239849,297497412
34265,8680,4712571,297428880
34415,8697,2972415,299315952
34415,8791,7029315,302551056
34773,8680,224263,301838320
34773,8679,239655,301803546
36127,9248,8926681,334111744
36473,9153,317385,333846522
37207,9397,2049329,349643576
37207,9396,2317071,349606368
37207,9398,2621045,349680784
37207,9399,2636263,349717992
37207,9403,4522819,349866824
37593,9650,8638589,362782100
37593,9649,8674341,362744506
37593,9652,8782311,362857288
37593,9651,8808237,362819694
37593,9654,8903333,362932476
37593,9644,8985593,362556536
37593,9672,9019169,363609168
37593,9653,9329621,362894882
38799,9748,44571,378222400
38799,9749,185697,378261200
38799,9734,1293951,377679200
38799,9746,1348537,378144800
38799,9779,3020733,379425200
38799,9778,3041073,379386400
38943,9981,7681661,388700064
38943,9982,8144277,388739008
38943,9980,8752303,388661120
38943,9984,9579537,388816896
39649,9927,1991959,393605550
39649,9929,2553883,393684850
40463,10215,2210733,413339760
40495,10195,3226635,412856720
40669,10139,9945,412353130
40857,10278,811065,419938524
40857,10279,871889,419979382
40857,10274,1093797,419775092
40857,10275,1094419,419815950
40857,10276,1105843,419856808
40857,10288,1668501,420347104
40857,10289,1717243,420387962
40857,10284,3880553,420183672
42201,10698,7026439,451476996
42201,10730,8052465,452827460
42201,10749,9375605,453629298
42359,10726,4285633,454353360
42359,10725,4318035,454311000
42359,10727,4342339,454395720
42359,10736,5075733,454776960
42359,10735,5587423,454734600
42359,10772,6722009,456301920
42359,10734,6821881,454692240
42359,10724,7176093,454268640
42735,10831,6683789,462873616
42735,10843,6715897,463386448
42735,10832,6982851,462916352
42735,10833,7008061,462959088
42745,10864,7492385,464392544
42745,10863,8738385,464349798
43631,11121,8248639,485231472
43631,11123,8320049,485318736
43631,11143,8892471,486191376
43631,11146,9429953,486322272
43631,11147,9708393,486365904
43631,11144,9967529,486235008
43735,11040,7427105,482845440
44813,11201,794253,501961614
44813,11202,1139729,502006428
44985,11434,5206473,514369924
44985,11435,5967333,514414910
44985,11436,6218631,514459896
44985,11485,6673557,516664210
44985,11439,8272251,514594854
44985,11438,8309023,514549868
45369,11440,5030179,519032800
45369,11468,6273181,520303160
45369,11447,6346459,519350390
45369,11469,7164253,520348530
46433,11694,3445933,542999196
46433,11699,5039825,543231366
46433,11691,5561337,542859894
46433,11692,5714313,542906328
46433,11693,5726751,542952762
46433,11700,5995557,543277800
47055,11882,3822509,559119392
47055,11881,7537971,559072336
47055,11839,8140039,557095984
47055,11838,8279681,557048928
47055,11841,8307885,557190096
47055,11840,8341483,557143040
48641,12178,2145,592362276
48857,12494,9204799,610431852
49711,12531,2231059,622941072
49711,12537,3205731,623239344
49711,12526,3474733,622692512
49711,12524,4064145,622593088
49711,12536,4322113,623189632
49711,12523,4352161,622543376
49711,12534,4981889,623090208
49711,12525,5026099,622642800
49711,12527,5276041,622742224
49711,12541,5359325,623438192
49711,12539,5671409,623338768
49711,12542,5966271,623487904
49711,12540,6088483,623388480
49711,12538,6281061,623289056
49711,12555,9349181,624134160
49711,12554,9456089,624084448
49711,12556,9750139,624183872
51713,12975,501449,670989150
51713,12974,976579,670937436
51713,12973,1024071,670885722
51713,12970,1350679,670730580
51713,12971,1354279,670782294
52409,13249,6399033,694380090
52409,13250,9250437,694432500
54831,13795,8253213,756407440
55009,13756,154611,756717560
55833,14062,3999453,785137708
55833,14063,4191845,785193542
55833,14072,4885401,785696048
55833,14073,7750897,785751882
55833,14093,7982165,786868562
55833,14094,8059123,786924396
55833,14086,8706825,786477724
63903,15979,1147713,1021122016
63903,15980,1434237,1021185920
64215,16035,1222551,1029703560
64295,16152,2527801,1038508992
64295,16147,4178649,1038187512
64295,16154,5076393,1038637584
64391,16174,5839971,1041476208
64391,16262,9382551,1047142704
68281,17143,18891,1170558326
68281,17139,1503231,1170285198
68281,17141,2256969,1170421762
68281,17140,2305861,1170353480
68281,17137,4135395,1170148634
68281,17138,4340281,1170216916
68281,17147,5376665,1170831454
68281,17144,5435713,1170626608
68281,17142,7883157,1170490044
69177,17441,7131111,1206533498
69177,17424,7992975,1205357472
69177,17426,8594709,1205495828
69177,17427,9733939,1205565006
70401,17686,3780245,1245129772
70401,17687,5150233,1245200174
71649,18005,3322851,1290058250
71791,17901,1605477,1285148592
75609,18974,7424031,1434624140
79673,20004,8991841,1593798696
87841,21963,1586025,1929273846
90497,22633,6817183,2048241234
97791,24465,38737,2392481280
97791,24541,4606099,2399913472
97791,24542,4822813,2400011264
104153,26125,7691821,2721023250
104153,26178,9078689,2726543412
104153,26176,9082661,2726335104
105461,26313,408809,2775021606
105461,26315,429633,2775232530
107713,26957,43173,2903646298
107713,26958,236045,2903754012
107713,26965,236333,2904508010
107713,26964,255057,2904400296
107713,26966,274625,2904615724
107713,26954,326889,2903323156
107713,26952,349653,2903107728
107713,26956,394851,2903538584
107713,26955,462669,2903430870
107713,26950,520769,2902892300
107713,26953,754833,2903215442
107713,26951,1222781,2903000014
107713,26959,1682083,2903861726
114167,28552,403365,3259724736
114167,28553,1762377,3259838904
114167,28555,2744083,3260067240
118431,29681,187381,3515180192
118431,29716,1028899,3519325312
118431,29684,3238689,3515535488
118431,29717,4330791,3519443744
118431,29718,5012949,3519562176
118431,29720,7013053,3519799040
118431,29731,7400129,3521101792
118431,29729,8770145,3520864928
120761,30220,106033,3649427640
120761,30235,481071,3651239070
120761,30241,2628133,3651963642
120761,30236,4024875,3651359832
120761,30237,4754211,3651480594
126615,31736,1664577,4018285376
126615,31737,4095537,4018411992
126615,31732,8863081,4017778912
126615,31731,9203729,4017652296
126615,31734,9699457,4018032144
130873,32906,6409293,4306539844
138303,34617,3146443,4787669568
140303,35216,3674271,4940945664
140303,35213,3713681,4940524752
140303,35217,6284691,4941085968
141977,35595,9452321,5053706910
145943,36496,6388441,5326372224
145943,36504,6718657,5327539776
145943,36495,7507695,5326226280
145943,36585,8168369,5339361240
145943,36586,8193213,5339507184
145943,36508,9068955,5328123552
145943,36500,9295449,5326956000
148833,37362,9007121,5560735908
151663,37968,3298133,5758378752
151663,37965,4624233,5757923760
153239,38383,5517657,5881810920
153239,38378,7838733,5881044720
153239,38379,8977077,5881197960
160033,40131,8382657,6422324454
162879,40769,2266121,6640454720
177185,44369,39245,7861565634
177185,44352,5781097,7858553472
177669,44403,289257,7889081010
177669,44404,413359,7889258680
177669,44400,1881853,7888548000
177669,44415,2113541,7891213050
177669,44414,3766521,7891035380
177669,44413,4495011,7890857710
178151,44634,2352425,7951636368
178151,44630,2884371,7950923760
178151,44631,3486093,7951101912
178151,44632,3814701,7951280064
178151,44642,9045859,7953061584
178151,44643,9496949,7953239736
178151,44641,9578743,7952883432
180725,45118,3206825,8153995668
180725,45119,3679953,8154176394
186191,46494,1798241,8656810848
193621,48399,4513181,9371111178
197655,49445,370441,9773100920
197655,49450,432357,9774089200
197655,49446,776031,9773298576
197655,49448,864583,9773693888
197655,49454,1143873,9774879824
197655,49447,1446171,9773496232
197655,49466,4657873,9777251696
197655,49449,4814969,9773891544
197655,49464,7176125,9776856384
197655,49465,7468113,9777054040
198105,49553,9333757,9816746618
208903,52252,6452733,10915651808
215769,54049,1501865,11662152730
221093,55242,1732785,12213674748
223343,55841,1936653,12471752304
227207,56892,5125497,12926317536
244449,61174,14991,14953984300
244449,61180,1865069,14955451000
244449,61183,6883445,14956184350
244449,61178,7465921,14954962100
247237,61781,904491,15274610878
258727,64808,6686119,16767644224
258727,64807,8939937,16767385496
269017,67258,613209,18093612644
269431,67382,8931,18154867024
269431,67381,558799,18154597592
269431,67380,1792649,18154328160
287111,71743,7000491,20598276216
292511,73118,165831,21387892416
292511,73117,7777603,21387599904
292735,73190,933,21425347840
292735,73191,2143,21425640576
292735,73192,65659,21425933312
292735,73189,677361,21425055104
292735,73290,972989,21454621440
292735,73261,1574923,21446132096
292735,73260,1638405,21445839360
292735,73258,2270713,21445253888
292735,73193,2605961,21426226048
292735,73271,3738965,21449059456
292735,73199,5160403,21427982464
304007,75916,4887401,23079071328
308487,77057,7751913,23771159816
334589,83580,429057,27965032200
334589,83583,1838585,27966035970
334589,83579,4167841,27964697610
339353,84915,6327831,28816244910
339353,84914,8241605,28815905556
362749,90524,370401,32837581000
378081,94586,2400859,35761264052
378081,94584,2740191,35760507888
378081,94583,2837359,35760129806
378081,94585,3477291,35760885970
386623,96676,4113823,37377261824
398823,99788,185669,39797849312
398823,99773,9633297,39791866952
405997,101425,4629283,41178347150
405997,101458,5689723,41191745084
405997,101423,7564791,41177535154
406817,101788,5539025,41409190584
406817,101789,5573849,41409597402
427989,106875,73759,45741431250
427989,106879,1928097,45743143210
427989,106874,8303655,45741003260
429661,107359,168733,46128082658
432543,108049,3033913,46735946656
432543,108048,5553785,46735514112
432543,108077,9480809,46748057888
443033,110843,1682429,49107217662
443033,110845,2274689,49108103730
443033,110856,8308473,49112977104
535897,134094,8829439,71860706412
538201,134562,299539,72421537524
538201,134605,6129549,72444680210
